Calculation1,City,County/State/ Territory,Measure Names,School,Uad Uc Ethn 6 Cat,Measure Values
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,enr,SAN JUAN HILLS HIGH SCHOOL,Hispanic/ Latino,6
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,adm,SAN JUAN HILLS HIGH SCHOOL,Hispanic/ Latino,12
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,app,SAN JUAN HILLS HIGH SCHOOL,Hispanic/ Latino,36
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,enr,SAN JUAN HILLS HIGH SCHOOL,All,42
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,adm,SAN JUAN HILLS HIGH SCHOOL,All,84
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,app,SAN JUAN HILLS HIGH SCHOOL,All,159
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,enr,SAN LEANDRO HIGH SCHOOL,White,3
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,adm,SAN LEANDRO HIGH SCHOOL,White,4
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,app,SAN LEANDRO HIGH SCHOOL,White,7
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,enr,SAN LEANDRO HIGH SCHOOL,Asian,22
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,adm,SAN LEANDRO HIGH SCHOOL,Asian,33
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,app,SAN LEANDRO HIGH SCHOOL,Asian,49
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,enr,SAN LEANDRO HIGH SCHOOL,Hispanic/ Latino,5
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,adm,SAN LEANDRO HIGH SCHOOL,Hispanic/ Latino,17
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,app,SAN LEANDRO HIGH SCHOOL,Hispanic/ Latino,33
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,enr,SAN LEANDRO HIGH SCHOOL,African American,
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,adm,SAN LEANDRO HIGH SCHOOL,African American,4
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,app,SAN LEANDRO HIGH SCHOOL,African American,16
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,enr,SAN LEANDRO HIGH SCHOOL,All,32
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,adm,SAN LEANDRO HIGH SCHOOL,All,59
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,app,SAN LEANDRO HIGH SCHOOL,All,108
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,enr,SAN LORENZO HIGH SCHOOL,Asian,11
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,adm,SAN LORENZO HIGH SCHOOL,Asian,13
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,app,SAN LORENZO HIGH SCHOOL,Asian,18
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,enr,SAN LORENZO HIGH SCHOOL,Hispanic/ Latino,9
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,adm,SAN LORENZO HIGH SCHOOL,Hispanic/ Latino,15
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,app,SAN LORENZO HIGH SCHOOL,Hispanic/ Latino,30
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,enr,SAN LORENZO HIGH SCHOOL,African American,4
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,adm,SAN LORENZO HIGH SCHOOL,African American,4
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,app,SAN LORENZO HIGH SCHOOL,African American,6
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,enr,SAN LORENZO HIGH SCHOOL,All,25
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,adm,SAN LORENZO HIGH SCHOOL,All,34
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,app,SAN LORENZO HIGH SCHOOL,All,57
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,enr,SAN LORENZO VALLEY HIGH SCHOOL,White,10
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,adm,SAN LORENZO VALLEY HIGH SCHOOL,White,20
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,app,SAN LORENZO VALLEY HIGH SCHOOL,White,26
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,enr,SAN LORENZO VALLEY HIGH SCHOOL,Hispanic/ Latino,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,adm,SAN LORENZO VALLEY HIGH SCHOOL,Hispanic/ Latino,4
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,app,SAN LORENZO VALLEY HIGH SCHOOL,Hispanic/ Latino,5
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,enr,SAN LORENZO VALLEY HIGH SCHOOL,All,16
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,adm,SAN LORENZO VALLEY HIGH SCHOOL,All,30
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,app,SAN LORENZO VALLEY HIGH SCHOOL,All,38
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,enr,SAN LUIS OBISPO HIGH SCHOOL,White,18
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,adm,SAN LUIS OBISPO HIGH SCHOOL,White,40
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,app,SAN LUIS OBISPO HIGH SCHOOL,White,63
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,enr,SAN LUIS OBISPO HIGH SCHOOL,Asian,6
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,adm,SAN LUIS OBISPO HIGH SCHOOL,Asian,8
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,app,SAN LUIS OBISPO HIGH SCHOOL,Asian,11
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,enr,SAN LUIS OBISPO HIGH SCHOOL,Hispanic/ Latino,
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,adm,SAN LUIS OBISPO HIGH SCHOOL,Hispanic/ Latino,7
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,app,SAN LUIS OBISPO HIGH SCHOOL,Hispanic/ Latino,22
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,enr,SAN LUIS OBISPO HIGH SCHOOL,All,27
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,adm,SAN LUIS OBISPO HIGH SCHOOL,All,59
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,app,SAN LUIS OBISPO HIGH SCHOOL,All,104
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,enr,SAN MARCOS HIGH SCHOOL,Domestic Unknown,
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,adm,SAN MARCOS HIGH SCHOOL,Domestic Unknown,4
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,app,SAN MARCOS HIGH SCHOOL,Domestic Unknown,7
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,enr,SAN MARCOS HIGH SCHOOL,White,27
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,adm,SAN MARCOS HIGH SCHOOL,White,47
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,app,SAN MARCOS HIGH SCHOOL,White,86
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,enr,SAN MARCOS HIGH SCHOOL,Asian,15
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,adm,SAN MARCOS HIGH SCHOOL,Asian,25
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,app,SAN MARCOS HIGH SCHOOL,Asian,36
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,enr,SAN MARCOS HIGH SCHOOL,Hispanic/ Latino,9
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,adm,SAN MARCOS HIGH SCHOOL,Hispanic/ Latino,22
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,app,SAN MARCOS HIGH SCHOOL,Hispanic/ Latino,56
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,enr,SAN MARCOS HIGH SCHOOL,African American,4
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,adm,SAN MARCOS HIGH SCHOOL,African American,6
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,app,SAN MARCOS HIGH SCHOOL,African American,10
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,enr,SAN MARCOS HIGH SCHOOL,All,58
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,adm,SAN MARCOS HIGH SCHOOL,All,105
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,app,SAN MARCOS HIGH SCHOOL,All,198
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,enr,SAN MARCOS HIGH SCHOOL,White,27
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,adm,SAN MARCOS HIGH SCHOOL,White,55
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,app,SAN MARCOS HIGH SCHOOL,White,82
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,enr,SAN MARCOS HIGH SCHOOL,Asian,11
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,adm,SAN MARCOS HIGH SCHOOL,Asian,21
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,app,SAN MARCOS HIGH SCHOOL,Asian,24
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,enr,SAN MARCOS HIGH SCHOOL,Hispanic/ Latino,12
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,adm,SAN MARCOS HIGH SCHOOL,Hispanic/ Latino,23
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,app,SAN MARCOS HIGH SCHOOL,Hispanic/ Latino,48
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,enr,SAN MARCOS HIGH SCHOOL,African American,
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,adm,SAN MARCOS HIGH SCHOOL,African American,
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,app,SAN MARCOS HIGH SCHOOL,African American,5
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,enr,SAN MARCOS HIGH SCHOOL,All,51
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,adm,SAN MARCOS HIGH SCHOOL,All,103
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,app,SAN MARCOS HIGH SCHOOL,All,164
SAN MARIN HIGH SCHOOL52172,Novato,Marin,enr,SAN MARIN HIGH SCHOOL,White,12
SAN MARIN HIGH SCHOOL52172,Novato,Marin,adm,SAN MARIN HIGH SCHOOL,White,27
SAN MARIN HIGH SCHOOL52172,Novato,Marin,app,SAN MARIN HIGH SCHOOL,White,44
SAN MARIN HIGH SCHOOL52172,Novato,Marin,enr,SAN MARIN HIGH SCHOOL,Asian,5
SAN MARIN HIGH SCHOOL52172,Novato,Marin,adm,SAN MARIN HIGH SCHOOL,Asian,7
SAN MARIN HIGH SCHOOL52172,Novato,Marin,app,SAN MARIN HIGH SCHOOL,Asian,10
SAN MARIN HIGH SCHOOL52172,Novato,Marin,enr,SAN MARIN HIGH SCHOOL,Hispanic/ Latino,3
SAN MARIN HIGH SCHOOL52172,Novato,Marin,adm,SAN MARIN HIGH SCHOOL,Hispanic/ Latino,5
SAN MARIN HIGH SCHOOL52172,Novato,Marin,app,SAN MARIN HIGH SCHOOL,Hispanic/ Latino,10
SAN MARIN HIGH SCHOOL52172,Novato,Marin,enr,SAN MARIN HIGH SCHOOL,All,20
SAN MARIN HIGH SCHOOL52172,Novato,Marin,adm,SAN MARIN HIGH SCHOOL,All,41
SAN MARIN HIGH SCHOOL52172,Novato,Marin,app,SAN MARIN HIGH SCHOOL,All,68
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,enr,SAN MARINO HIGH SCHOOL,Domestic Unknown,
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,adm,SAN MARINO HIGH SCHOOL,Domestic Unknown,5
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,app,SAN MARINO HIGH SCHOOL,Domestic Unknown,8
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,enr,SAN MARINO HIGH SCHOOL,White,4
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,adm,SAN MARINO HIGH SCHOOL,White,12
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,app,SAN MARINO HIGH SCHOOL,White,27
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,enr,SAN MARINO HIGH SCHOOL,Asian,38
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,adm,SAN MARINO HIGH SCHOOL,Asian,95
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,app,SAN MARINO HIGH SCHOOL,Asian,132
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,enr,SAN MARINO HIGH SCHOOL,Hispanic/ Latino,
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,adm,SAN MARINO HIGH SCHOOL,Hispanic/ Latino,8
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,app,SAN MARINO HIGH SCHOOL,Hispanic/ Latino,14
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,enr,SAN MARINO HIGH SCHOOL,All,44
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,adm,SAN MARINO HIGH SCHOOL,All,121
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,app,SAN MARINO HIGH SCHOOL,All,184
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,enr,SAN MATEO HIGH SCHOOL,White,4
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,adm,SAN MATEO HIGH SCHOOL,White,15
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,app,SAN MATEO HIGH SCHOOL,White,29
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,enr,SAN MATEO HIGH SCHOOL,Asian,27
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,adm,SAN MATEO HIGH SCHOOL,Asian,61
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,app,SAN MATEO HIGH SCHOOL,Asian,77
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,enr,SAN MATEO HIGH SCHOOL,Hispanic/ Latino,3
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,adm,SAN MATEO HIGH SCHOOL,Hispanic/ Latino,8
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,app,SAN MATEO HIGH SCHOOL,Hispanic/ Latino,17
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,enr,SAN MATEO HIGH SCHOOL,All,37
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,adm,SAN MATEO HIGH SCHOOL,All,88
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,app,SAN MATEO HIGH SCHOOL,All,133
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,enr,SAN PASQUAL HIGH SCHOOL,White,14
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,adm,SAN PASQUAL HIGH SCHOOL,White,21
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,app,SAN PASQUAL HIGH SCHOOL,White,27
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,enr,SAN PASQUAL HIGH SCHOOL,Asian,4
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,adm,SAN PASQUAL HIGH SCHOOL,Asian,7
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,app,SAN PASQUAL HIGH SCHOOL,Asian,9
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,enr,SAN PASQUAL HIGH SCHOOL,Hispanic/ Latino,18
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,adm,SAN PASQUAL HIGH SCHOOL,Hispanic/ Latino,33
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,app,SAN PASQUAL HIGH SCHOOL,Hispanic/ Latino,52
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,enr,SAN PASQUAL HIGH SCHOOL,All,39
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,adm,SAN PASQUAL HIGH SCHOOL,All,65
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,app,SAN PASQUAL HIGH SCHOOL,All,94
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,enr,SAN PEDRO HIGH SCHOOL,White,8
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,adm,SAN PEDRO HIGH SCHOOL,White,12
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,app,SAN PEDRO HIGH SCHOOL,White,21
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,enr,SAN PEDRO HIGH SCHOOL,Asian,3
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,adm,SAN PEDRO HIGH SCHOOL,Asian,6
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,app,SAN PEDRO HIGH SCHOOL,Asian,10
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,enr,SAN PEDRO HIGH SCHOOL,Hispanic/ Latino,21
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,adm,SAN PEDRO HIGH SCHOOL,Hispanic/ Latino,35
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,app,SAN PEDRO HIGH SCHOOL,Hispanic/ Latino,80
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,enr,SAN PEDRO HIGH SCHOOL,African American,
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,adm,SAN PEDRO HIGH SCHOOL,African American,4
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,app,SAN PEDRO HIGH SCHOOL,African American,8
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,enr,SAN PEDRO HIGH SCHOOL,All,33
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,adm,SAN PEDRO HIGH SCHOOL,All,57
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,app,SAN PEDRO HIGH SCHOOL,All,121
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,enr,SAN RAFAEL HIGH SCHOOL,White,6
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,adm,SAN RAFAEL HIGH SCHOOL,White,16
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,app,SAN RAFAEL HIGH SCHOOL,White,26
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,enr,SAN RAFAEL HIGH SCHOOL,Asian,5
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,adm,SAN RAFAEL HIGH SCHOOL,Asian,6
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,app,SAN RAFAEL HIGH SCHOOL,Asian,10
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,enr,SAN RAFAEL HIGH SCHOOL,Hispanic/ Latino,4
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,adm,SAN RAFAEL HIGH SCHOOL,Hispanic/ Latino,8
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,app,SAN RAFAEL HIGH SCHOOL,Hispanic/ Latino,21
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,enr,SAN RAFAEL HIGH SCHOOL,All,17
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,adm,SAN RAFAEL HIGH SCHOOL,All,32
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,app,SAN RAFAEL HIGH SCHOOL,All,61
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,enr,SAN RAMON VALLEY HIGH SCHOOL,White,35
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,adm,SAN RAMON VALLEY HIGH SCHOOL,White,62
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,app,SAN RAMON VALLEY HIGH SCHOOL,White,118
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,enr,SAN RAMON VALLEY HIGH SCHOOL,Asian,15
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,adm,SAN RAMON VALLEY HIGH SCHOOL,Asian,26
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,app,SAN RAMON VALLEY HIGH SCHOOL,Asian,36
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,enr,SAN RAMON VALLEY HIGH SCHOOL,Hispanic/ Latino,10
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,adm,SAN RAMON VALLEY HIGH SCHOOL,Hispanic/ Latino,15
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,app,SAN RAMON VALLEY HIGH SCHOOL,Hispanic/ Latino,26
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,enr,SAN RAMON VALLEY HIGH SCHOOL,All,62
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,adm,SAN RAMON VALLEY HIGH SCHOOL,All,107
SAN RAMON VALLEY HIGH SCHOOL50725,Danville,Contra Costa,app,SAN RAMON VALLEY HIGH SCHOOL,All,191
SAN YSIDRO HIGH SCHOOL53628,San Diego,San Diego,enr,SAN YSIDRO HIGH SCHOOL,Hispanic/ Latino,28
SAN YSIDRO HIGH SCHOOL53628,San Diego,San Diego,adm,SAN YSIDRO HIGH SCHOOL,Hispanic/ Latino,64
SAN YSIDRO HIGH SCHOOL53628,San Diego,San Diego,app,SAN YSIDRO HIGH SCHOOL,Hispanic/ Latino,97
SAN YSIDRO HIGH SCHOOL53628,San Diego,San Diego,enr,SAN YSIDRO HIGH SCHOOL,All,33
SAN YSIDRO HIGH SCHOOL53628,San Diego,San Diego,adm,SAN YSIDRO HIGH SCHOOL,All,74
SAN YSIDRO HIGH SCHOOL53628,San Diego,San Diego,app,SAN YSIDRO HIGH SCHOOL,All,110
SANGER HIGH SCHOOL53065,Sanger,Fresno,enr,SANGER HIGH SCHOOL,White,
SANGER HIGH SCHOOL53065,Sanger,Fresno,adm,SANGER HIGH SCHOOL,White,5
SANGER HIGH SCHOOL53065,Sanger,Fresno,app,SANGER HIGH SCHOOL,White,5
SANGER HIGH SCHOOL53065,Sanger,Fresno,enr,SANGER HIGH SCHOOL,Asian,10
SANGER HIGH SCHOOL53065,Sanger,Fresno,adm,SANGER HIGH SCHOOL,Asian,23
SANGER HIGH SCHOOL53065,Sanger,Fresno,app,SANGER HIGH SCHOOL,Asian,29
SANGER HIGH SCHOOL53065,Sanger,Fresno,enr,SANGER HIGH SCHOOL,Hispanic/ Latino,12
SANGER HIGH SCHOOL53065,Sanger,Fresno,adm,SANGER HIGH SCHOOL,Hispanic/ Latino,27
SANGER HIGH SCHOOL53065,Sanger,Fresno,app,SANGER HIGH SCHOOL,Hispanic/ Latino,52
SANGER HIGH SCHOOL53065,Sanger,Fresno,enr,SANGER HIGH SCHOOL,All,27
SANGER HIGH SCHOOL53065,Sanger,Fresno,adm,SANGER HIGH SCHOOL,All,60
SANGER HIGH SCHOOL53065,Sanger,Fresno,app,SANGER HIGH SCHOOL,All,94
SANTA ANA HIGH SCHOOL53235,Santa Ana,Orange,enr,SANTA ANA HIGH SCHOOL,Hispanic/ Latino,21
SANTA ANA HIGH SCHOOL53235,Santa Ana,Orange,adm,SANTA ANA HIGH SCHOOL,Hispanic/ Latino,40
SANTA ANA HIGH SCHOOL53235,Santa Ana,Orange,app,SANTA ANA HIGH SCHOOL,Hispanic/ Latino,83
SANTA ANA HIGH SCHOOL53235,Santa Ana,Orange,enr,SANTA ANA HIGH SCHOOL,All,21
SANTA ANA HIGH SCHOOL53235,Santa Ana,Orange,adm,SANTA ANA HIGH SCHOOL,All,41
SANTA ANA HIGH SCHOOL53235,Santa Ana,Orange,app,SANTA ANA HIGH SCHOOL,All,88
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,enr,SANTA BARBARA SENIOR HIGH SCHO,White,27
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,adm,SANTA BARBARA SENIOR HIGH SCHO,White,43
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,app,SANTA BARBARA SENIOR HIGH SCHO,White,66
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,enr,SANTA BARBARA SENIOR HIGH SCHO,Asian,3
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,adm,SANTA BARBARA SENIOR HIGH SCHO,Asian,3
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,app,SANTA BARBARA SENIOR HIGH SCHO,Asian,6
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,enr,SANTA BARBARA SENIOR HIGH SCHO,Hispanic/ Latino,16
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,adm,SANTA BARBARA SENIOR HIGH SCHO,Hispanic/ Latino,29
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,app,SANTA BARBARA SENIOR HIGH SCHO,Hispanic/ Latino,50
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,enr,SANTA BARBARA SENIOR HIGH SCHO,All,49
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,adm,SANTA BARBARA SENIOR HIGH SCHO,All,79
SANTA BARBARA SENIOR HIGH SCHO53275,Santa Barbara,Santa Barbara,app,SANTA BARBARA SENIOR HIGH SCHO,All,130
SANTA CLARA HIGH SCHOOL53280,Santa Clara,Santa Clara,enr,SANTA CLARA HIGH SCHOOL,White,8
SANTA CLARA HIGH SCHOOL53280,Santa Clara,Santa Clara,adm,SANTA CLARA HIGH SCHOOL,White,18
SANTA CLARA HIGH SCHOOL53280,Santa Clara,Santa Clara,app,SANTA CLARA HIGH SCHOOL,White,28
SANTA CLARA HIGH SCHOOL53280,Santa Clara,Santa Clara,enr,SANTA CLARA HIGH SCHOOL,Asian,25
SANTA CLARA HIGH SCHOOL53280,Santa Clara,Santa Clara,adm,SANTA CLARA HIGH SCHOOL,Asian,35
SANTA CLARA HIGH SCHOOL53280,Santa Clara,Santa Clara,app,SANTA CLARA HIGH SCHOOL,Asian,62
SANTA CLARA HIGH SCHOOL53280,Santa Clara,Santa Clara,enr,SANTA CLARA HIGH SCHOOL,Hispanic/ Latino,4
